Zip Code,Households With Computer,Households With Broadband Internet
18457,32,32
18458,1363,1307
18460,73,73
18461,104,96
18462,201,194
18463,83,83
18464,559,549
18465,449,439
18466,5398,5283
18469,165,165
18470,695,661
18471,197,191
18472,1344,1206
18473,179,158
18503,456,395
18504,7570,7015
18505,7434,6870
18507,1919,1871
18508,4172,3937
18509,4811,4470
18510,4332,4102
18512,5030,4689
18517,2053,2039
18518,3339,2979
18519,2043,1946
18602,129,126
18603,7383,6863
18610,1322,1230
18612,5481,5294
18614,762,647
18615,677,645
18616,282,261
18617,557,523
18618,1491,1418
18619,50,43
18621,1729,1624
18622,55,55
18623,820,806
18624,230,217
18625,54,54
18626,179,163
18627,,
18628,68,59
18629,697,648
18630,1055,986
18631,365,308
18632,171,129
18634,4610,4203
18635,1298,1211
18636,518,472
18640,6059,5747
18641,2722,2654
18642,1535,1471
18643,5053,4696
18644,2979,2821
18651,3067,2875
18655,1937,1769
18656,816,741
18657,4142,3907
18660,1216,1143
18661,1848,1755
18701,724,648
18702,15168,14151
18704,12362,11660
18705,5617,5337
18706,5969,5286
18707,5629,5505
18708,3449,3265
18709,1299,1171
18801,2843,2710
18810,2451,2334
18812,588,565
18814,76,76
18816,19,15
18817,33,30
18818,491,448
18820,27,27
18821,428,390
18822,1149,1033
18823,40,39
18824,439,425
18825,69,60
18826,550,505
18828,96,90
18829,242,228
18830,209,198
18831,390,365
18832,631,586
18833,720,621
18834,1121,1078
18837,904,857
18840,3954,3687
18842,52,56
18843,78,62
18844,600,567
18845,140,141
18846,243,216
18847,1736,1686
18848,3147,2913
18850,723,667
18851,231,215
18853,1535,1472
18854,568,524
18901,10009,9833
18902,7700,7660
18912,107,107
18913,74,74
18914,7379,7335
18915,435,400
18917,931,888
18920,148,148
18921,114,114
18923,490,490
18925,2120,2094
18927,144,134
18929,3320,3300
18930,820,785
18932,108,108
18933,48,57
18935,113,113
18936,79,79
18938,6212,6018
18940,11227,10908
18942,1012,935
18944,9321,9218
18946,141,141
18947,2284,2231
18950,30,30
18951,12601,12214
18954,3563,3522
18955,502,418
18960,4445,4205
18962,110,109
18964,4852,4667
18966,13419,13250
18969,5933,5720
18970,292,286
18972,1261,1219
18974,16306,15584
18976,7779,7776
18977,1725,1732
18980,71,71
19001,5906,5921
19002,11052,10746
19003,5732,5565
19004,3836,3653
19006,7853,7624
19007,8386,7933
19008,6632,6342
19009,355,338
19010,7412,7354
19012,2153,2061
19013,11104,10404
19014,7340,7114
19015,6288,6212
19017,74,74
19018,9068,8720
19020,21145,19967
19021,3518,3350
19022,1291,1243
19023,7188,6795
19025,2271,2217
19026,11772,11349
19027,7694,7539
19029,1398,1384
19030,4510,4228
19031,1738,1675
19032,2357,2320
19033,2607,2548
19034,2343,2197
19035,1403,1362
19036,4747,4563
19038,11093,10852
19040,7548,7253
19041,2422,2386
19043,974,944
19044,6461,6343
19046,7166,7064
19047,11881,11565
19050,11302,10330
19052,216,229
19053,10116,9888
19054,6256,5877
19055,4507,4280
19056,5453,5249
19057,5730,5535
19060,3458,3324
19061,7095,6789
19063,14305,14001
19064,8285,8144
19066,1660,1622
19067,19862,19270
19070,2747,2654
19072,4274,4245
19073,7759,7481
19074,2136,2025
19075,2774,2730
19076,2374,2315
19078,4333,4039
19079,3248,2932
19081,3607,3580
19082,14944,13164
19083,12933,12580
19085,1863,1844
19086,4606,4536
19087,11992,11737
19090,7282,6939
19094,1729,1678
19095,3144,3108
19096,5536,5502
19102,3406,3382
19103,15723,15153
19104,16412,15417
19106,8038,8012
19107,7956,7683
19108,57,31
19109,,
19111,23685,22004
19112,,
19113,,
19114,12732,11915
19115,13086,12148
19116,12495,11396
19118,4684,4471
19119,11980,11430
19120,22717,20918
19121,12633,10624
19122,6980,6089
19123,8222,7535
19124,21928,19841
19125,10906,10474
19126,5978,5522
19127,2788,2666
19128,16886,16378
19129,4876,4554
19130,15003,14682
19131,16034,14654
19132,12007,10989
19133,7219,6274
19134,19202,16996
19135,12527,11644
19136,11921,11075
19137,2943,2834
19138,11081,10194
19139,16453,14315
19140,16657,14343
19141,11972,10874
19142,9741,7360
19143,22526,18539
19144,17889,15941
19145,16977,15741
19146,16843,15751
19147,17851,17282
19148,18890,18238
19149,17958,16012
19150,9131,8534
19151,11223,9969
19152,12066,11493
19153,5178,4744
19154,11892,11432
19301,2821,2722
19310,775,719
19311,3126,3057
19312,4213,4164
19316,13,13
19317,3877,3876
19319,76,76
19320,18600,17737
19330,1908,1824
19333,2929,2899
19335,18878,18632
19341,7990,7751
19342,7132,7105
19343,2771,2746
19344,4107,3381
19345,,
19348,8370,7876
19350,3756,3740
19352,2974,2935
19355,10363,10019
19358,113,101
19362,1903,1709
19363,5141,4629
19365,2415,2256
19367,22,22
19369,52,52
19372,837,837
19373,683,683
19374,204,204
19375,64,64
19380,19705,19220
19382,19599,19028
19383,126,77
19390,4218,3979
19401,15498,14244
19403,17669,16923
19405,1917,1750
19406,11925,11637
19422,7523,7379
19425,5677,5662
19426,12609,12371
19428,9057,8786
19435,45,45
19436,355,253
19437,379,365
19438,8800,8599
19440,7341,7032
19442,,
19444,4530,4430
19446,22281,21332
19453,722,642
19454,10500,10178
19456,71,71
19457,49,26
19460,16588,15942
19462,6084,5943
19464,17155,16121
19465,6780,6654
19468,10160,9910
19472,39,39
19473,6294,6061
19474,215,215
19475,4559,4302
19477,26,26
19490,65,65
19492,290,291
19501,416,391
19503,402,400
19504,1754,1677
19505,1387,1304
19506,2258,2048
19507,1034,958
19508,5678,5387
19510,3034,2949
19511,54,54
19512,6060,5866
19516,89,84
19518,5454,5250
19520,2393,2155
19522,4985,4621
19523,,
19525,5390,5291
19526,4268,3988
19529,1125,1080
19530,4205,3891
19533,2205,2160
19534,665,645
19535,19,19
19536,237,222
19538,33,33
19539,1461,1413
19540,3914,3680
19541,1472,1428
19543,1936,1867
19544,60,56
19545,212,203
19547,1756,1673
19549,113,105
19550,127,143
19551,1589,1529
19554,148,142
19555,1230,1180
19559,108,87
19560,3559,3396
19562,1021,982
19564,50,50
19565,2921,2751
19567,1888,1687
19601,10705,9631
19602,5776,5168
19604,8364,7716
19605,6752,6500
19606,12791,12289
19607,8669,8221
19608,8203,7990
19609,3878,3736
19610,6108,5829
19611,3930,3519
19701,15393,15075
19702,20399,19574
19703,5825,5565
19706,601,581
19707,6126,5966
19709,16501,16329
19710,17,17
19711,18831,18140
19713,10987,10757
19716,,
19717,,
19720,21744,20105
19730,164,162
19731,114,114
19732,132,126
19733,76,76
19734,4038,3825
19735,,
19736,13,13
19801,6894,5747
19802,10152,8677
19803,8164,8070
19804,7015,6608
19805,15212,13869
19806,5499,5257
19807,3278,3228
19808,14635,14052
19809,6045,5954
19810,9769,9504
19901,12869,12475
19902,,
19904,13295,12889
19930,1363,1319
19931,159,126
19933,3390,2951
19934,4576,4419
19936,95,76
19938,2860,2758
19939,2892,2745
19940,1818,1609
19941,914,806
19943,4751,4563
19944,289,271
19945,3128,3002
19946,1874,1811
19947,5913,5350
19950,2676,2430
19951,711,671
19952,3409,3190
19953,1566,1446
19954,563,520
19955,92,92
19956,5129,4579
19958,12586,11899
19960,2118,1977
19962,3991,3779
19963,7703,7100
19964,365,356
19966,12753,11853
19967,902,866
19968,5281,4967
19970,3443,3305
19971,6936,6489
19973,8820,8211
19975,4091,3860
19977,8072,7837
19979,262,239
19980,95,95
20001,22058,20689
20002,30338,28353
20003,15795,15222
20004,1270,1179
20005,8537,8031
20006,637,637
20007,11447,10981
20008,16405,15913
20009,27684,26409
20010,13778,12659
20011,24737,22446
20012,6165,5834
20015,5912,5606
20016,13618,13375
20017,7683,7100
20018,7851,7272
20019,23200,19646
20020,20825,17843
20024,8565,7830
20032,15891,13441
20036,3647,3555
20037,6645,6266
20045,,
20052,,
20057,,
20059,,
20064,,
20105,9295,9175
20106,1558,1461
20109,14046,13578
20110,14648,14538
20111,10714,10553
20112,8767,8710
20115,2473,2408
20117,1336,1138
20119,1141,1030
20120,13980,13779
20121,9328,9177
20124,4970,4924
20129,213,203
20130,99,74
20132,5531,5347
20135,1361,1218
20136,8966,8766
20137,691,667
20141,2511,2426
20143,224,202
20144,585,552
20147,23182,22756
20148,18872,18552
20151,6647,6510
20152,10908,10791
20155,11715,11344
20158,1452,1438
20164,12265,12032
20165,11746,11593
20166,4661,4614
20169,8771,8533
20170,13538,12998
20171,17569,17271
20175,11174,10868
20176,16062,15659
20180,2491,2412
20181,2834,2805
20184,194,111
20186,5514,5311
20187,6149,5984
20190,10018,9722
20191,11686,11382
20194,5574,5542
20197,915,906
20198,703,620
20204,,
20220,,
20230,,
20240,,
20245,,
20250,,
20260,,
20317,,
20319,,
20373,49,49
20388,,
20390,,
20408,,
20415,,
20418,,
20422,,
20427,,
20431,,
20510,,
20515,,
20520,,
20530,,
20535,,
20540,,
20542,,
20551,,
20560,,
20565,,
20566,,
20591,,
20601,9341,9074
20602,9838,9437
20603,10529,10117
20606,52,52
20607,3797,3771
20608,231,183
20609,438,424
20611,407,362
20612,34,34
20613,4922,4633
20615,210,210
20616,2279,2148
20617,198,170
20618,282,279
20619,5036,4884
20620,493,404
20621,246,214
20622,1458,1332
20623,818,762
20624,297,278
20625,418,418
20626,85,85
20628,207,207
20629,332,276
20630,161,161
20632,115,115
20634,2881,2743
20636,3242,3180
20637,1996,1928
20639,4397,4342
20640,3708,3471
20645,249,238
20646,6478,6316
20650,4737,4571
20653,9874,9017
20656,41,9
20657,6933,6801
20658,331,314
20659,7360,7017
20660,,
20661,,
20662,750,599
20664,1086,964
20667,149,149
20670,298,298
20674,297,280
20675,653,653
20676,1149,1132
20677,706,660
20678,4253,4070
20680,225,214
20684,230,212
20685,2265,2233
20686,,
20687,208,190
20688,675,681
20689,607,561
20690,229,200
20692,216,216
20693,342,342
20695,3726,3718
20701,260,260
20705,8693,8408
20706,12634,12090
20707,13179,12832
20708,9904,9374
20710,3215,2848
20711,2092,1983
20712,4341,3998
20714,1589,1478
20715,8803,8833
20716,8534,8384
20720,8060,7880
20721,10237,9981
20722,1998,1849
20723,11701,11557
20724,6780,6519
20732,3669,3493
20733,1017,1010
20735,12621,12293
20736,3272,3092
20737,6227,5555
20740,10906,9944
20742,,
20743,13705,12471
20744,19042,18288
20745,11073,10348
20746,11785,10640
20747,15714,14239
20748,15162,14250
20751,872,871
20754,2191,2134
20755,2922,2797
20758,240,231
20759,1903,1903
20762,838,795
20763,1001,1021
20764,1428,1408
20765,188,174
20769,2173,2152
20770,11537,11213
20771,,
20772,18551,18010
20774,19340,18834
20776,1045,1043
20777,1140,1130
20778,793,781
20779,452,427
20781,4116,3885
20782,11743,11318
20783,12803,12213
20784,9678,8861
20785,14665,14145
20794,3856,3685
20812,99,92
20814,13214,12960
20815,12812,12344
20816,6299,6174
20817,13462,13216
20818,755,738
20832,8227,8251
20833,2556,2463
20837,2209,2124
20838,89,82
20839,62,62
20841,2916,2832
20842,626,580
20850,20277,19636
20851,4939,4560
20852,20814,20365
20853,9514,9196
20854,16863,16619
20855,5965,5828
20860,733,704
20861,1077,1064
20862,155,144
20866,4965,4800
20868,156,156
20871,8133,7985
20872,4398,4194
20874,21750,21211
20876,8472,8083
20877,12094,11072
20878,24213,23911
20879,8603,8280
20880,315,309
20882,4496,4419
20886,12148,11198
20889,,
20892,,
20894,,
20895,6821,6529
20896,336,331
20899,217,145
20901,12617,12298
20902,17103,16640
20903,6985,6652
20904,19748,18401
20905,5483,5392
20906,24300,23071
20910,20782,20136
20912,9295,8910
21001,9509,9199
21005,746,746
21009,12090,11947
21010,103,94
21012,8021,7862
21013,1740,1731
21014,13499,13147
21015,10554,10350
21017,2338,2299
21023,30,30
21028,930,853
21029,3894,3837
21030,10380,10287
21031,18,18
21032,2827,2766
21034,1095,1029
21035,2802,2646
21036,718,718
21037,7731,7554
21040,8667,8035
21042,14583,14112
21043,16624,16344
21044,17863,16929
21045,14616,14527
21046,6060,6011
21047,4417,4326
21048,3520,3266
21050,6215,5982
21051,63,63
21052,249,240
21053,1071,1055
21054,4836,4724
21056,127,127
21057,1506,1356
21060,14144,13686
21061,21070,20151
21071,158,158
21074,5556,5470
21075,12196,11958
21076,7837,7768
21077,43,30
21078,7567,7228
21082,262,248
21084,2624,2569
21085,6162,5761
21087,2014,1931
21090,3631,3408
21093,15058,14513
21102,4130,3953
21104,1949,1888
21105,,
21108,5924,5801
21111,1846,1809
21113,14626,14185
21114,9167,9041
21117,22317,21417
21120,2377,2288
21122,21939,21165
21128,5152,4945
21130,21,21
21131,2653,2558
21132,923,873
21133,11183,10808
21136,13028,12884
21140,1474,1433
21144,12403,12227
21146,9610,9501
21152,2618,2490
21153,247,242
21154,2305,2130
21155,912,876
21156,126,120
21157,13001,12356
21158,7793,7497
21160,848,815
21161,2087,2009
21162,1332,1332
21163,2465,2380
21201,9234,8136
21202,9591,8468
21204,8170,7604
21205,4442,3588
21206,18445,17419
21207,17959,14437
21208,13836,13277
21209,10865,9864
21210,5212,5076
21211,7673,7164
21212,11963,11640
21213,10168,9216
21214,8020,7527
21215,18222,14174
21216,8100,6220
21217,11906,10274
21218,16607,14911
21219,3195,3135
21220,14984,14166
21221,15002,14263
21222,20042,19114
21223,7202,6328
21224,18159,16830
21225,11319,9623
21226,2185,1932
21227,12498,11170
21228,18251,16643
21229,15995,14481
21230,14288,13518
21231,7475,7120
21233,,
21234,25691,23576
21236,14589,14110
21237,11164,11112
21239,10685,9937
21240,,
21244,13329,12462
21250,,
21251,,
21252,,
21285,,
21286,8596,8222
21287,,
21401,16217,16027
21402,351,359
21403,13646,13053
21405,179,179
21409,7328,7276
21502,14680,13541
21520,781,682
21521,530,475
21523,90,90
21524,239,200
21529,251,197
21530,684,615
21531,798,736
21532,4353,4122
21536,1252,1201
21538,281,171
21539,857,825
21540,25,24
21541,705,645
21542,54,57
21543,195,139
21545,674,603
21550,5183,4868
21555,571,527
21557,678,671
21560,,
21561,926,892
21562,967,950
21601,9286,8791
21607,180,172
21610,162,138
21612,277,259
21613,6673,6184
21617,3484,3105
21619,2263,2134
21620,4819,4192
21622,186,140
21623,875,731
21624,116,100
21625,782,764
21626,28,22
21627,15,15
21628,178,178
21629,3186,3001
21631,895,849
21632,2110,1953
21634,180,141
21635,791,761
21636,326,248
21638,1916,1714
21639,1501,1422
21640,491,464
21641,50,52
21643,1754,1659
21644,7,7
21645,463,265
21647,183,183
21648,44,44
21649,516,480
21650,92,92
21651,1000,830
21652,103,103
21653,50,50
21654,616,599
21655,1718,1651
21657,419,372
21658,1396,1302
21659,337,316
21660,1355,1279
21661,1118,990
21662,270,270
21663,1495,1432
21664,208,193
21665,58,58
21666,5209,4676
21667,89,77
21668,501,463
21669,60,60
21671,337,327
21672,66,62
21673,1131,983
21675,19,19
21676,170,233
21677,194,185
21678,636,601
21679,107,107
21701,16312,15368
21702,16152,15757
21703,14120,13347
21704,5162,5093
21705,,
21710,1632,1557
21711,465,468
21713,3356,3065
21714,109,109
21715,11,11
21716,2356,2267
21717,89,89
21718,57,53
21719,348,332
21722,2032,1892
21723,251,251
21727,1523,1391
21733,344,332
21734,426,391
21737,694,663
21738,1316,1264
21740,22357,20110
21742,12301,11562
21746,,
21750,1326,1140
21754,2165,2118
21755,1910,1873
21756,1159,1130
21757,905,834
21758,1567,1353
21762,79,79
21766,252,208
21767,339,198
21769,4068,4017
21770,2185,2158
21771,10104,9780
21773,1746,1684
21774,4873,4783
21776,2296,2116
21777,727,727
21778,214,178
21779,577,565
21780,684,680
21781,,
21782,1590,1483
21783,3267,3042
21784,12622,12465
21787,3781,3576
21788,4236,4018
21790,5,
21791,1697,1630
21793,3742,3598
21794,717,717
21795,3262,3123
21797,2744,2628
21798,833,786
21801,10044,9331
21804,14351,13076
21810,150,150
21811,9592,9187
21813,1052,1023
21814,55,47
21817,1535,1447
21821,266,240
21822,834,712
21824,40,40
21826,1837,1710
21829,127,127
21830,1631,1619
21835,130,130
21837,1052,856
21838,676,584
21840,165,156
21841,401,322
21842,5210,4963
21849,1279,1223
21850,1221,1246
21851,2633,2400
21853,3245,2990
21856,327,307
21861,265,265
21862,,
21863,1592,1448
21864,203,169
21865,172,148
21866,51,51
21867,,
21869,329,283
21871,651,585
21872,212,212
21874,671,631
21875,2703,2551
21890,,
21901,6247,5992
21902,73,73
21903,2121,2021
21904,2307,2241
21911,3861,3574
21912,448,401
21913,338,318
21914,316,282
21915,1185,1126
21917,561,566
21918,1520,1491
21919,1306,1251
21920,271,241
21921,15686,14869
21930,12,12
22003,18409,17756
22015,14892,14719
22025,6388,6265
22026,5609,5443
22027,665,665
22030,20874,20608
22031,13895,13722
22032,9752,9677
22033,15187,14971
22035,,
22039,5718,5686
22041,10648,9865
22042,11986,11569
22043,9233,8777
22044,4953,4440
22046,6767,6662
22060,2484,2449
22066,5567,5520
22079,11761,11634
22101,10456,10288
22102,12275,12044
22124,6379,6296
22125,462,451
22134,1298,1257
22150,9010,7952
22151,5423,5274
22152,9558,9418
22153,10745,10604
22172,3478,3333
22180,9207,8886
22181,5673,5633
22182,9580,9487
22191,23797,23240
22192,20000,19490
22193,24172,23849
22201,19612,19225
22202,14890,14554
22203,12106,11393
22204,21575,20409
22205,6516,6454
22206,10577,10291
22207,11762,11461
22209,7438,7093
22211,40,40
22213,1692,1681
22214,,
22301,6114,6055
22302,8409,8105
22303,7799,7553
22304,22302,21591
22305,7208,6658
22306,10894,10327
22307,4235,4070
22308,4606,4509
22309,11863,11577
22310,10608,10443
22311,7786,7271
22312,10183,9794
22314,18492,18010
22315,11176,11144
22401,10550,9849
22405,11416,11013
22406,9003,8757
22407,20197,19608
22408,11272,10913
22427,1203,1105
22432,87,87
22433,78,78
22435,811,732
22436,218,218
22437,247,205
22438,97,97
22443,3931,3683
22448,181,181
22454,673,662
22460,556,533
22469,834,599
22472,,
22473,1764,1522
22476,64,34
22480,350,328
22482,1269,1200
22485,8828,8320
22488,172,162
22503,1226,1151
22504,98,98
22508,5309,4968
22509,39,16
22511,485,471
22514,815,665
22520,1556,1311
22529,12,12
22534,934,810
22535,156,110
22538,92,77
22539,830,830
22542,678,724
22546,5808,5224
22548,38,38
22551,6655,6381
22553,5224,5067
22554,18653,18297
22556,9542,9403
22560,2288,1694
22567,927,749
22572,1859,1644
22576,697,680
22578,1168,1016
22580,1933,1706
22601,10242,9380
22602,10195,9340
22603,5343,4869
22610,585,526
22611,3122,2824
22620,912,850
22623,243,232
22624,932,833
22625,1281,1265
22627,281,268
22630,11967,11334
22637,845,839
22639,226,226
22640,162,144
22641,89,74
22642,1669,1611
22643,117,117
22644,890,773
22645,1441,1259
22646,13,13
22650,311,311
22652,519,452
22654,307,363
22655,7369,7106
22656,1526,1417
22657,3704,3386
22660,587,458
22663,358,319
22664,3337,3164
22701,11772,11328
22709,417,417
22711,15,15
22712,2762,2633
22713,586,458
22714,300,273
22715,586,574
22716,438,412
22718,159,124
22719,43,43
22720,291,274
22722,199,146
22723,54,
22724,712,712
22725,16,16
22726,322,322
22727,2000,1755
22728,1051,957
22729,80,27
22730,27,
22731,78,78
22732,86,55
22733,511,476
22734,1221,1161
22735,752,717
22736,220,186
22737,1027,966
22738,436,374
22740,317,286
22741,65,65
22742,498,464
22743,55,28
22746,102,74
22747,481,376
22749,80,80
22801,13366,11553
22802,9659,8901
22807,1,1
22810,249,249
22811,174,139
22812,2781,2576
22815,3083,2737
22820,66,54
22821,1936,1741
22824,2109,1934
22827,3505,3245
22830,682,507
22831,261,252
22832,347,325
22834,422,392
22835,3914,3576
22840,1773,1712
22841,1169,1010
22842,1796,1657
22843,836,711
22844,1932,1806
22845,58,49
22846,634,605
22847,231,201
22849,1506,1402
22850,440,391
22851,1657,1545
22853,1437,1315
22901,15242,14366
22902,10494,10029
22903,14826,13432
22904,26,16
22908,,
22911,7086,6760
22920,1627,1336
22922,778,648
22923,2411,2256
22931,93,88
22932,2791,2602
22935,204,171
22936,2123,2040
22937,730,674
22938,347,284
22939,2190,2069
22940,290,251
22942,3689,3480
22943,179,165
22946,55,40
22947,1976,1861
22948,62,62
22949,519,366
22952,487,480
22957,,
22958,939,926
22959,629,606
22960,3510,3243
22963,6138,5864
22964,138,116
22967,704,557
22968,3543,3363
22969,619,481
22971,667,537
22972,166,104
22973,2364,2086
22974,1157,1108
22976,116,98
22980,12373,11582
22989,29,15
23002,3663,3259
23004,354,242
23005,6172,5936
23009,2681,2157
23011,374,233
23015,1504,1376
23021,12,12
23022,351,283
23023,108,95
23024,3618,3259
23025,181,144
23027,416,330
23030,1583,1304
23032,90,67
23035,593,472
23038,719,662
23039,484,466
23040,1538,1334
23043,704,552
23045,23,23
23047,645,592
23050,231,99
23055,393,393
23056,56,56
23059,14538,14131
23060,13347,13005
23061,7809,7260
23062,875,813
23063,1283,1077
23065,556,452
23066,348,282
23068,109,109
23069,1041,911
23070,269,243
23071,660,592
23072,4547,4268
23075,3447,2983
23076,167,167
23079,134,110
23081,,
23083,667,667
23084,472,404
23085,171,171
23086,1159,918
23089,1964,1883
23091,164,98
23092,169,169
23093,4775,4255
23102,1201,1114
23103,2522,2490
23106,448,304
23108,31,31
23109,850,696
23110,315,309
23111,13620,12710
23112,19877,19443
23113,9450,9211
23114,7815,7746
23116,11029,10560
23117,3669,3226
23119,39,39
23120,4382,3892
23123,498,480
23124,1758,1626
23126,207,190
23128,114,114
23129,172,172
23130,22,22
23138,385,330
23139,9429,8759
23140,2453,2113
23141,2434,2240
23146,1189,1149
23147,,
23148,418,292
23149,900,822
23150,4724,4505
23153,505,481
23156,514,399
23160,,
23161,20,20
23163,46,46
23168,2862,2675
23169,363,308
23173,,
23175,760,515
23176,133,142
23177,282,224
23180,218,196
23181,1923,1687
23185,17703,16694
23188,16549,15327
23192,2182,2108
23219,2770,2307
23220,13194,11462
23221,7205,7030
23222,9742,8638
23223,20939,17627
23224,14252,12314
23225,17632,16375
23226,7076,6951
23227,10478,9434
23228,14150,13391
23229,12535,12235
23230,3523,3212
23231,13954,12895
23233,12057,11811
23234,14664,13333
23235,13469,12846
23236,10000,9738
23237,8461,8061
23238,10733,10358
23250,,
23284,7,
23294,7741,7332
23298,,
23301,641,598
23302,,
23303,163,99
23304,,
23306,386,358
23307,171,149
23308,673,600
23310,2111,1913
23314,3394,3128
23315,601,537
23316,32,30
23320,23682,22833
23321,13404,12847
23322,20752,20368
23323,13767,13255
23324,7926,7173
23325,6967,6662
23336,1721,1611
23337,238,203
23347,236,208
23350,1293,1228
23354,89,86
23356,494,464
23357,181,134
23358,54,54
23359,309,266
23389,58,58
23395,166,166
23398,12,12
23401,108,107
23405,445,406
23407,125,125
23408,10,10
23409,46,46
23410,628,581
23413,271,240
23414,57,57
23415,625,538
23416,42,16
23417,1532,1478
23418,357,343
23420,877,794
23421,1308,1187
23422,107,107
23423,116,116
23426,20,7
23427,96,77
23430,6331,5994
23432,496,483
23433,490,480
23434,17410,15520
23435,11653,11071
23436,333,318
23437,1692,1530
23438,626,552
23440,116,110
23441,,
23442,407,371
23451,20082,19193
23452,21188,20332
23453,12205,11799
23454,22300,21797
23455,19608,18745
23456,19701,19277
23457,1553,1553
23459,,
23460,,
23461,,
23462,26298,25165
23464,27791,26560
23480,121,108
23486,28,28
23487,2120,1709
23488,120,120
23502,7504,7119
23503,13466,12415
23504,7413,6460
23505,11508,10574
23507,3237,3175
23508,6453,6108
23509,4873,4534
23510,4411,4113
23511,326,293
23513,11083,9982
23517,2206,2132
23518,11901,11009
23523,2435,2061
23551,,
23601,10919,10158
23602,16972,14865
23603,1408,1205
23604,759,650
23605,5814,4749
23606,11084,9934
23607,8084,6449
23608,16109,14080
23651,230,225
23661,5494,5021
23662,4350,4227
23663,5013,4612
23664,4392,4233
23665,1519,1466
23666,21790,19985
23667,,
23668,,
23669,15021,13922
23681,,
23690,1430,1279
23691,15,15
23692,6949,6704
23693,8648,8286
23696,1291,1201
23701,8753,8221
23702,4459,3924
23703,9481,8832
23704,7249,6472
23707,5646,5211
23708,5,5
23709,,
23801,1462,1468
23803,14520,12969
23805,7673,7166
23821,595,544
23824,1983,1687
23827,394,385
23828,209,208
23829,464,422
23830,479,401
23831,13167,12438
23832,12604,12175
23833,758,718
23834,10140,9287
23836,5098,4960
23837,1500,1396
23838,5677,5549
23839,265,235
23840,589,509
23841,1213,1034
23842,2483,2180
23843,237,237
23844,174,135
23845,153,114
23846,293,268
23847,4377,3922
23850,390,374
23851,4605,4154
23856,352,321
23857,140,140
23860,9823,9276
23866,633,576
23867,725,685
23868,1698,1626
23870,,
23872,779,644
23874,356,331
23875,4399,4185
23876,61,42
23878,635,545
23879,233,226
23881,686,611
23882,556,486
23883,727,579
23884,,
23885,979,875
23887,245,180
23888,745,661
23889,158,139
23890,1419,1290
23891,,
23893,182,172
23894,123,78
23897,245,187
23898,1023,931
23899,143,127
23901,4741,4237
23909,,
23915,308,309
23917,873,803
23919,710,647
23920,1027,1011
23921,744,616
23922,630,593
23923,774,672
23924,1698,1482
23927,1643,1459
23930,1613,1455
23934,175,165
23936,1577,1266
23937,602,544
23938,62,40
23942,476,449
23943,,
23944,772,620
23947,1210,1063
23950,1041,969
23952,58,58
23954,699,773
23955,9,9
23958,753,648
23959,360,321
23960,709,634
23962,169,158
23963,84,47
23964,382,352
23966,675,526
23967,282,222
23968,251,157
23970,2668,2320
23974,993,857
23976,28,
24011,475,422
24012,10861,10046
24013,2401,2217
24014,6889,6470
24015,6390,6035
24016,3820,3261
24017,8018,6974
24018,14795,14187
24019,10965,10717
24020,28,28
24022,,
24053,905,769
24054,1874,1490
24055,3855,3319
24058,56,56
24059,450,427
24060,17544,16939
24061,,
24064,1694,1609
24065,2448,2270
24066,1687,1504
24067,732,610
24069,508,461
24070,556,535
24072,433,430
24073,11757,11076
24076,396,396
24077,300,308
24078,2446,2406
24079,720,543
24082,217,209
24083,1356,1248
24084,3747,3339
24085,833,755
24086,48,48
24087,1579,1412
24088,1236,1129
24089,1007,838
24090,1765,1515
24091,2729,2499
24092,1054,988
24093,35,36
24095,1565,1430
24101,2180,1984
24102,499,370
24104,1184,1052
24105,194,187
24112,10748,9614
24120,665,572
24121,4472,4066
24122,484,435
24124,1557,1507
24127,1471,1342
24128,779,696
24129,102,102
24131,45,45
24132,116,50
24133,753,630
24134,1867,1697
24136,1127,1015
24137,1321,1040
24138,505,493
24139,261,206
24141,8150,7554
24142,,
24147,332,322
24148,2690,2425
24149,1209,1122
24150,296,232
24151,6389,5808
24153,13699,12561
24161,109,109
24162,835,629
24165,464,395
24167,14,20
24168,97,39
24171,2918,2688
24174,1051,779
24175,2652,2548
24176,519,479
24179,7181,6452
24184,1363,1303
24185,307,281
24201,5754,5196
24202,4818,4308
24210,6250,5555
24211,3875,3549
24216,786,567
24217,70,59
24219,3667,3008
24220,254,186
24221,212,196
24224,1686,1386
24225,726,442
24226,526,397
24228,2005,1815
24230,2522,1938
24236,1075,994
24237,323,199
24239,15,
24243,534,462
24244,1547,1175
24245,281,213
24246,58,19
24248,828,558
24250,307,240
24251,2686,2422
24256,1073,996
24258,425,345
24260,1289,998
24263,1920,1246
24265,270,243
24266,2911,2516
24269,72,88
24270,87,112
24271,822,693
24272,264,234
24273,2050,1482
24277,1528,1164
24279,1460,1284
24280,233,248
24281,660,426
24282,213,108
24283,745,536
24290,658,570
24292,156,151
24293,3103,2537
24301,5119,4176
24311,557,522
24312,497,445
24313,282,179
24314,482,403
24315,956,690
24316,13,13
24317,1285,1239
24318,132,120
24319,2190,1986
24322,13,13
24323,369,309
24324,850,733
24325,422,339
24326,324,305
24327,,
24328,811,722
24330,955,857
24333,6347,5828
24340,1728,1620
24343,2727,2610
24347,658,536
24348,1439,1262
24350,442,366
24351,234,180
24352,410,327
24354,5134,4797
24360,1927,1813
24361,1573,1500
